"sex","age","disease","dw_raw","dw_adj"
2,56,"all_cause_dementia",0.195421337873306,0.232340611696846
1,57,"all_cause_dementia",0.177875593919706,0.205615078612678
2,57,"all_cause_dementia",0.197101068700168,0.234919395558569
1,58,"all_cause_dementia",0.178418435510335,0.20688431637969
2,58,"all_cause_dementia",0.198222265427118,0.23689959955271
1,59,"all_cause_dementia",0.179075480514813,0.208314889323809
2,59,"all_cause_dementia",0.198987910960139,0.238506195569545
1,60,"all_cause_dementia",0.179822186384116,0.209889396479141
2,60,"all_cause_dementia",0.199540134843342,0.239912018983234
1,61,"all_cause_dementia",0.180633745936188,0.211590144792014
2,61,"all_cause_dementia",0.200023789747228,0.241295078447267
1,62,"all_cause_dementia",0.181484978550529,0.213399025043655
2,62,"all_cause_dementia",0.200585424883754,0.242837725128559
1,63,"all_cause_dementia",0.182422046504914,0.215378435241311
2,63,"all_cause_dementia",0.201175394926704,0.244491004449377
1,64,"all_cause_dementia",0.183463776304528,0.217547079176673
2,64,"all_cause_dementia",0.201695301214166,0.246133412927756
1,65,"all_cause_dementia",0.184542630699554,0.219818605925871
2,65,"all_cause_dementia",0.202220403136106,0.247843490741725
1,66,"all_cause_dementia",0.185589528267749,0.222103138378813
2,66,"all_cause_dementia",0.202826772528977,0.249701993679469
1,67,"all_cause_dementia",0.186533834630835,0.224307035232179
2,67,"all_cause_dementia",0.203591456675082,0.251792242718994
1,68,"all_cause_dementia",0.187565060279889,0.226675259151009
2,68,"all_cause_dementia",0.204813917508212,0.254511687798067
1,69,"all_cause_dementia",0.188731806722062,0.229276268943129
2,69,"all_cause_dementia",0.206450748315242,0.257825559060891
1,70,"all_cause_dementia",0.189746124214158,0.231736925862767
2,70,"all_cause_dementia",0.208057327241125,0.261151936182619
1,71,"all_cause_dementia",0.190314209738073,0.233668365079964
2,71,"all_cause_dementia",0.209175877892691,0.26387957093135
1,72,"all_cause_dementia",0.190141024788325,0.234671599207887
2,72,"all_cause_dementia",0.209341191521527,0.265374823443836
1,73,"all_cause_dementia",0.188649730941193,0.23400422489756
2,73,"all_cause_dementia",0.207967054152699,0.264863439637268
1,74,"all_cause_dementia",0.18606088318596,0.231934037914715
2,74,"all_cause_dementia",0.205382212943726,0.262761579388177
1,75,"all_cause_dementia",0.183260279271192,0.229568859718998
2,75,"all_cause_dementia",0.202481888226629,0.26021293935791
1,76,"all_cause_dementia",0.181088902960003,0.22798130513491
2,76,"all_cause_dementia",0.200120336011203,0.258328732338505
1,77,"all_cause_dementia",0.18035218536209,0.228219808869623
2,77,"all_cause_dementia",0.199115274371877,0.258192106022445
1,78,"all_cause_dementia",0.181414905711277,0.230768895838915
2,78,"all_cause_dementia",0.199776270153652,0.260191527505298
1,79,"all_cause_dementia",0.183745176023943,0.234972835655758
2,79,"all_cause_dementia",0.201554011452298,0.263627191311949
1,80,"all_cause_dementia",0.186799831950423,0.24017152207637
2,80,"all_cause_dementia",0.203972080180692,0.267950045362965
1,81,"all_cause_dementia",0.190011859760108,0.24566079034157
2,81,"all_cause_dementia",0.206540511681189,0.2725861378764
1,82,"all_cause_dementia",0.192776798950647,0.250673067976164
2,82,"all_cause_dementia",0.208746176038029,0.276923438946986
1,83,"all_cause_dementia",0.195062025010387,0.255198115100645
2,83,"all_cause_dementia",0.210561509201585,0.280980500776894
1,84,"all_cause_dementia",0.197265214818785,0.259744997679054
2,84,"all_cause_dementia",0.212326536870966,0.285171870959028
1,85,"all_cause_dementia",0.199400842507365,0.264275060551324
2,85,"all_cause_dementia",0.214063081586392,0.289447283340642
1,86,"all_cause_dementia",0.201484223806335,0.268747072787102
2,86,"all_cause_dementia",0.215793741563575,0.293753340397717
1,87,"all_cause_dementia",0.203531467150959,0.273117288163806
2,87,"all_cause_dementia",0.217541872487172,0.298033406279028
1,88,"all_cause_dementia",0.205495697071179,0.277268633324781
2,88,"all_cause_dementia",0.219321883158797,0.302261705078841
1,89,"all_cause_dementia",0.207361742712291,0.281215238210744
2,89,"all_cause_dementia",0.221118243904751,0.306472743459986
1,90,"all_cause_dementia",0.209195807941396,0.285115741691244
2,90,"all_cause_dementia",0.222909450626574,0.310699283952457
1,91,"all_cause_dementia",0.211066579488172,0.289138190691039
2,91,"all_cause_dementia",0.224673302429788,0.314975981822156
1,92,"all_cause_dementia",0.21304523608549,0.293460273883745
2,92,"all_cause_dementia",0.226386917883419,0.319339422462317
1,93,"all_cause_dementia",0.21515233565331,0.298145252690658
2,93,"all_cause_dementia",0.228028988061604,0.323793114532737
1,94,"all_cause_dementia",0.217343361085914,0.3030884682204
2,94,"all_cause_dementia",0.229612649329409,0.328314385166438
1,95,"all_cause_dementia",0.219593123512333,0.308220254894598
2,95,"all_cause_dementia",0.231166857236878,0.332901954748842
1,96,"all_cause_dementia",0.221875374986687,0.313466041603356
2,96,"all_cause_dementia",0.232721404994714,0.337554429560723
1,97,"all_cause_dementia",0.224162752575778,0.318745968214022
2,97,"all_cause_dementia",0.23430690474632,0.342270297324375
1,98,"all_cause_dementia",0.226454927741554,0.324058767905428
2,98,"all_cause_dementia",0.235923845743002,0.347050398514678
1,99,"all_cause_dementia",0.228770541533641,0.329460120373578
2,99,"all_cause_dementia",0.237551945173916,0.351897257958818
1,100,"all_cause_dementia",0.231109833623602,0.33495150160001
2,100,"all_cause_dementia",0.239191280042896,0.356811807993638
1,0,"bladder_cancer",0,0
2,0,"bladder_cancer",0,0
1,1,"bladder_cancer",0,0
2,1,"bladder_cancer",0,0
1,2,"bladder_cancer",0,0
2,2,"bladder_cancer",0,0
1,3,"bladder_cancer",0,0
2,3,"bladder_cancer",0,0
1,4,"bladder_cancer",0,0
2,4,"bladder_cancer",0,0
1,5,"bladder_cancer",0,0
2,5,"bladder_cancer",0,0
1,6,"bladder_cancer",0,0
2,6,"bladder_cancer",0,0
1,7,"bladder_cancer",0,0
2,7,"bladder_cancer",0,0
1,8,"bladder_cancer",0,0
2,8,"bladder_cancer",0,0
1,9,"bladder_cancer",0,0
2,9,"bladder_cancer",0,0
1,10,"bladder_cancer",0,0
2,10,"bladder_cancer",0,0
1,11,"bladder_cancer",0,0
2,11,"bladder_cancer",0,0
1,12,"bladder_cancer",0,0
2,12,"bladder_cancer",0,0
1,13,"bladder_cancer",0,0
2,13,"bladder_cancer",0,0
1,14,"bladder_cancer",0,0
2,14,"bladder_cancer",0,0
1,15,"bladder_cancer",0.0842147092247479,0.0905727862977
2,15,"bladder_cancer",0.083258495048576,0.096082242205813
1,16,"bladder_cancer",0.0837318135588199,0.0901519173269059
2,16,"bladder_cancer",0.082768391310692,0.0951921550346921
1,17,"bladder_cancer",0.0832516868655134,0.0897330040284258
2,17,"bladder_cancer",0.082281172583806,0.0943103134576998
1,18,"bladder_cancer",0.0827046541344078,0.0892722204487441
2,18,"bladder_cancer",0.0817493173011946,0.0933515916296598
1,19,"bladder_cancer",0.0820920726850106,0.088770232537639
2,19,"bladder_cancer",0.0811737297553884,0.0923185075416118
1,20,"bladder_cancer",0.0815183368375269,0.0882927274429897
2,20,"bladder_cancer",0.0806256104493066,0.0913384354366998
1,21,"bladder_cancer",0.0810850283783839,0.08790401805488
2,21,"bladder_cancer",0.0801742897887813,0.0905335068078185
1,22,"bladder_cancer",0.0808920354489632,0.0876674560314651
2,22,"bladder_cancer",0.0798877632061699,0.0900221406189596
1,23,"bladder_cancer",0.0808603745273376,0.0876288934102811
2,23,"bladder_cancer",0.0797991796984571,0.0898648003378181
1,24,"bladder_cancer",0.0808418415123129,0.0877450017650627
2,24,"bladder_cancer",0.0798614741888829,0.0899776582891322
1,25,"bladder_cancer",0.0808325297136471,0.0879454831061458
2,25,"bladder_cancer",0.0800224717024102,0.0902631430524032
1,26,"bladder_cancer",0.0808285384703623,0.0881598289430342
2,26,"bladder_cancer",0.0802301042631484,0.0906239128493062
1,27,"bladder_cancer",0.0808259696431048,0.0883169256274203
2,27,"bladder_cancer",0.0804319357225217,0.090961509322275
1,28,"bladder_cancer",0.0808051761202884,0.0883996879430077
2,28,"bladder_cancer",0.0806636150260217,0.0913174894016419
1,29,"bladder_cancer",0.0807623949671111,0.088455424240415
2,29,"bladder_cancer",0.0809608072651341,0.091758814079685
1,30,"bladder_cancer",0.08071753933844,0.0885092749839422
2,30,"bladder_cancer",0.0812702555193386,0.0922233080257589
1,31,"bladder_cancer",0.0806904842799664,0.08858645031447
2,31,"bladder_cancer",0.0815379383964825,0.092647611301403
1,32,"bladder_cancer",0.0807010860788132,0.0887122606161367
2,32,"bladder_cancer",0.0817091688970452,0.0929672391766835
1,33,"bladder_cancer",0.0807608783890354,0.0889011807529138
2,33,"bladder_cancer",0.0817403754867141,0.0931303493195379
1,34,"bladder_cancer",0.0808566928414282,0.089136695556714
2,34,"bladder_cancer",0.0816675373117598,0.0931787942505656
1,35,"bladder_cancer",0.0809713311999034,0.089397647380161
2,35,"bladder_cancer",0.0815551858065124,0.0931885120008026
1,36,"bladder_cancer",0.0810875219915807,0.0896626663584576
2,36,"bladder_cancer",0.0814676687249795,0.0932356460429147
1,37,"bladder_cancer",0.0811878987608717,0.0899101350742227
2,37,"bladder_cancer",0.0814690920017229,0.0933965401665656
1,38,"bladder_cancer",0.0812612848359661,0.0901253932377733
2,38,"bladder_cancer",0.0815847289678997,0.093707820159127
1,39,"bladder_cancer",0.0813192052825277,0.090322702479027
2,39,"bladder_cancer",0.0817720884312472,0.0941197010604843
1,40,"bladder_cancer",0.081378324456447,0.0905238007763589
2,40,"bladder_cancer",0.0819935559891368,0.0945789153805696
1,41,"bladder_cancer",0.0814553582261725,0.0907506242831856
2,41,"bladder_cancer",0.0822111974252643,0.0950312924203997
1,42,"bladder_cancer",0.0815670936172361,0.0910253431286209
2,42,"bladder_cancer",0.082386688713501,0.0954216425772962
1,43,"bladder_cancer",0.0817492186643413,0.0914028017249727
2,43,"bladder_cancer",0.0825000339093992,0.095721196410799
1,44,"bladder_cancer",0.0819909867104426,0.0918694788707927
2,44,"bladder_cancer",0.0825765515941312,0.0959659954271661
1,45,"bladder_cancer",0.0822392572962704,0.0923442019330214
2,45,"bladder_cancer",0.0826457682386577,0.0961977919998354
1,46,"bladder_cancer",0.0824402869632847,0.0927441916206295
2,46,"bladder_cancer",0.0827373273643234,0.096458780149397
1,47,"bladder_cancer",0.0825398628967001,0.0929853627883209
2,47,"bladder_cancer",0.0828810165921492,0.0967916313765341
1,48,"bladder_cancer",0.0824786121885528,0.0930809559162932
2,48,"bladder_cancer",0.0830956131108623,0.0972191024050763
1,49,"bladder_cancer",0.0822926744320392,0.0931267589315531
2,49,"bladder_cancer",0.083361736395043,0.0977138642990279
1,50,"bladder_cancer",0.0820708834944735,0.093162210675675
2,50,"bladder_cancer",0.083651925028114,0.098243539250879
1,51,"bladder_cancer",0.0819013405347946,0.0932268391244306
2,51,"bladder_cancer",0.0839383758450498,0.0987751015454441
1,52,"bladder_cancer",0.081871500704372,0.0933603013959346
2,52,"bladder_cancer",0.0841929102171639,0.0992748156226676
1,53,"bladder_cancer",0.0820427253909198,0.0937077427930468
2,53,"bladder_cancer",0.0844315640592239,0.0997554579304104
1,54,"bladder_cancer",0.0823573594385822,0.094300722752818
2,54,"bladder_cancer",0.0846730553923872,0.100239429729472
1,55,"bladder_cancer",0.0827239254044874,0.0950077230296693
2,55,"bladder_cancer",0.0848927671509123,0.100706631604843
1,56,"bladder_cancer",0.0830496141900309,0.0956941025116342
2,56,"bladder_cancer",0.0850658386346805,0.101136596432986
1,57,"bladder_cancer",0.0832402253244559,0.0962214382348093
2,57,"bladder_cancer",0.0851672653732885,0.101508543991228
1,58,"bladder_cancer",0.0832511862466525,0.0965403072505731
2,58,"bladder_cancer",0.0851243491375345,0.101733900474877
1,59,"bladder_cancer",0.0831447662893912,0.0967409431886732
2,59,"bladder_cancer",0.084953740885151,0.101825248780953
1,60,"bladder_cancer",0.0829866221418632,0.0968929397072185
2,60,"bladder_cancer",0.0847642956620104,0.101914200498714
1,61,"bladder_cancer",0.0828421427779541,0.0970665265217499
2,61,"bladder_cancer",0.084664100767996,0.102133005590471
1,62,"bladder_cancer",0.0827762993377196,0.0973324719019265
2,62,"bladder_cancer",0.0847609235083692,0.102615381234687
1,63,"bladder_cancer",0.0827736256089736,0.0976579318436944
2,63,"bladder_cancer",0.0851217206753985,0.103449504826224
1,64,"bladder_cancer",0.0827762295680977,0.0979960461484779
2,64,"bladder_cancer",0.085676952841022,0.104553555214553
1,65,"bladder_cancer",0.0827852973711311,0.0983977003953609
2,65,"bladder_cancer",0.0863294728911789,0.10580632608492
1,66,"bladder_cancer",0.082802017039753,0.0989146940730447
2,66,"bladder_cancer",0.0869797550356489,0.107081614381309
1,67,"bladder_cancer",0.0828275794732524,0.0996002083154073
2,67,"bladder_cancer",0.0875253467635633,0.108247191293133
1,68,"bladder_cancer",0.0830028699683409,0.100483838346113
2,68,"bladder_cancer",0.0879706266295435,0.109294786376975
1,69,"bladder_cancer",0.0834181428304643,0.101535828783696
2,69,"bladder_cancer",0.088382852362221,0.110310791463099
1,70,"bladder_cancer",0.0839990905962508,0.102721205474384
2,70,"bladder_cancer",0.0887518466889471,0.111300817442351
1,71,"bladder_cancer",0.0846706128327265,0.10400378358155
2,71,"bladder_cancer",0.0890673262597934,0.112270733018057
1,72,"bladder_cancer",0.0853556482223224,0.105345737418094
2,72,"bladder_cancer",0.0893189561742632,0.113226651920033
1,73,"bladder_cancer",0.0860153199749125,0.106694815728729
2,73,"bladder_cancer",0.0894735277578817,0.113953542313573
1,74,"bladder_cancer",0.086702524292562,0.108078958952776
2,74,"bladder_cancer",0.0895816514066664,0.114442327912271
1,75,"bladder_cancer",0.0874774778945866,0.109582419775953
2,75,"bladder_cancer",0.0897592698183388,0.115013943558539
1,76,"bladder_cancer",0.0884027008305168,0.111294302319804
2,76,"bladder_cancer",0.0901233784014354,0.115996405893181
1,77,"bladder_cancer",0.0895438520766201,0.113309859624643
2,77,"bladder_cancer",0.0907936935856747,0.117731876845671
1,78,"bladder_cancer",0.0908816058287416,0.115605979271319
2,78,"bladder_cancer",0.0921771896282469,0.120429709699393
1,79,"bladder_cancer",0.092382291367775,0.118138225104935
2,79,"bladder_cancer",0.0944096970866214,0.123921426169761
1,80,"bladder_cancer",0.0940958472269811,0.120980530943772
2,80,"bladder_cancer",0.0972023447107361,0.127991328173252
1,81,"bladder_cancer",0.0960766040140052,0.124214638524209
2,81,"bladder_cancer",0.10024102679402,0.132398863141771
1,82,"bladder_cancer",0.0983845177057375,0.127932142399388
2,82,"bladder_cancer",0.103172637700185,0.136869197699514
1,83,"bladder_cancer",0.100756077659569,0.131818384958769
2,83,"bladder_cancer",0.105507339655789,0.140792613258389
1,84,"bladder_cancer",0.103162091387266,0.135836605620344
2,84,"bladder_cancer",0.107458019995118,0.144324892513004
1,85,"bladder_cancer",0.106050629650427,0.140553752030097
2,85,"bladder_cancer",0.109738682961825,0.148384127824773
1,86,"bladder_cancer",0.109923469328977,0.146619968822772
2,86,"bladder_cancer",0.113128525498926,0.153998359817064
1,87,"bladder_cancer",0.11536962960137,0.154813606044604
2,87,"bladder_cancer",0.118523019816613,0.162377104299794
1,88,"bladder_cancer",0.123511822107458,0.166650468127936
2,88,"bladder_cancer",0.127316294372982,0.17546283876121
1,89,"bladder_cancer",0.134497732295155,0.18240014445994
2,89,"bladder_cancer",0.139593379304861,0.193478227616713
1,90,"bladder_cancer",0.147340691514816,0.200812582985965
2,90,"bladder_cancer",0.154168785038416,0.214886048952227
1,91,"bladder_cancer",0.160599304399985,0.220003528806195
2,91,"bladder_cancer",0.169250564090334,0.237277246658918
1,92,"bladder_cancer",0.172262099466972,0.237283329203762
2,92,"bladder_cancer",0.182270797521301,0.257109605786375
1,93,"bladder_cancer",0.181195665755782,0.251090128253408
2,93,"bladder_cancer",0.191757197995204,0.272288452888119
1,94,"bladder_cancer",0.188282488676856,0.262562660302448
2,94,"bladder_cancer",0.198822884283648,0.284289272395252
1,95,"bladder_cancer",0.194287921133903,0.27270194811665
2,95,"bladder_cancer",0.204441802184081,0.294415369023753
1,96,"bladder_cancer",0.200135951012632,0.282752533264302
2,96,"bladder_cancer",0.209782951177925,0.304282987712444
1,97,"bladder_cancer",0.206879541003169,0.294170279598239
2,97,"bladder_cancer",0.216160513091483,0.315762453375901
1,98,"bladder_cancer",0.214596732787246,0.307089598434049
2,98,"bladder_cancer",0.223659946300335,0.329009868633024
1,99,"bladder_cancer",0.222601797643466,0.320576305652564
2,99,"bladder_cancer",0.231419563469938,0.342813062479774
1,100,"bladder_cancer",0.230905474051316,0.334655319717438
2,100,"bladder_cancer",0.239448391374921,0.357195351905519
1,0,"breast_cancer",0,0
2,0,"breast_cancer",0,0
1,1,"breast_cancer",0,0
2,1,"breast_cancer",0,0
1,2,"breast_cancer",0,0
2,2,"breast_cancer",0,0
1,3,"breast_cancer",0,0
2,3,"breast_cancer",0,0
1,4,"breast_cancer",0,0
2,4,"breast_cancer",0,0
1,5,"breast_cancer",0,0
2,5,"breast_cancer",0,0
1,6,"breast_cancer",0,0
2,6,"breast_cancer",0,0
1,7,"breast_cancer",0,0
2,7,"breast_cancer",0,0
1,8,"breast_cancer",0,0
2,8,"breast_cancer",0,0
1,9,"breast_cancer",0,0
2,9,"breast_cancer",0,0
1,10,"breast_cancer",0,0
2,10,"breast_cancer",0,0
1,11,"breast_cancer",0,0
2,11,"breast_cancer",0,0
1,12,"breast_cancer",0,0
2,12,"breast_cancer",0,0
1,13,"breast_cancer",0,0
2,13,"breast_cancer",0,0
1,14,"breast_cancer",0,0
2,14,"breast_cancer",0,0
1,15,"breast_cancer",0.0820331182242899,0.0882264886343531
2,15,"breast_cancer",0.085314297909788,0.098454686583088
1,16,"breast_cancer",0.0815909331872718,0.0878468857975575
2,16,"breast_cancer",0.0860374086106641,0.0989518608439052
1,17,"breast_cancer",0.0811511316706074,0.0874689162379775
2,17,"breast_cancer",0.086766648285212,0.0994515457241169
1,18,"breast_cancer",0.080654102925494,0.0870283368489036
2,18,"breast_cancer",0.0875726090161639,0.100001354197258
1,19,"breast_cancer",0.0801009292040197,0.0865261112664456
2,19,"breast_cancer",0.0884573089444435,0.100602088477476
1,20,"breast_cancer",0.0795809356431424,0.0860585264992154
2,20,"breast_cancer",0.0893149529835357,0.101182341704536
1,21,"breast_cancer",0.0791812072258115,0.0857198691695832
2,21,"breast_cancer",0.0900356886138668,0.101669084310501
1,22,"breast_cancer",0.0789874296305813,0.0856033226972803
2,22,"breast_cancer",0.0905066149402173,0.10198807539607
1,23,"breast_cancer",0.0789583224861503,0.0856375697460814
2,23,"breast_cancer",0.0906734915111448,0.102110764062646
1,24,"breast_cancer",0.079026499404212,0.0857594918217874
2,24,"breast_cancer",0.090607617109825,0.10208503278337
1,25,"breast_cancer",0.0792388183752491,0.0860755141166318
2,25,"breast_cancer",0.0903846177646552,0.101951358280553
1,26,"breast_cancer",0.0796432850136529,0.0866945951507677
2,26,"breast_cancer",0.090080519755814,0.101750449494564
1,27,"breast_cancer",0.0802900598112648,0.0877313476384323
2,27,"breast_cancer",0.0897707546334168,0.101522899593336
1,28,"breast_cancer",0.0815958750119778,0.0894736342568613
2,28,"breast_cancer",0.0894957111038872,0.101316109469991
1,29,"breast_cancer",0.083675515460398,0.0918873899183287
2,29,"breast_cancer",0.0892056157833708,0.101103259589843
1,30,"breast_cancer",0.0861121182439675,0.0945903067926627
2,30,"breast_cancer",0.0888405449107236,0.100813869553152
1,31,"breast_cancer",0.0884459082557222,0.0971575499681913
2,31,"breast_cancer",0.0883416890263293,0.10037838370186
1,32,"breast_cancer",0.0901676459082755,0.0991185632266041
2,32,"breast_cancer",0.0876520484935877,0.0997289418877483
1,33,"breast_cancer",0.0911737318381478,0.100363599006636
2,33,"breast_cancer",0.0866678732672357,0.0987444609117437
1,34,"breast_cancer",0.0917755093511129,0.101173636332564
2,34,"breast_cancer",0.0854377151784748,0.0974803887309968
1,35,"breast_cancer",0.0920644987579115,0.101645230160189
2,35,"breast_cancer",0.0841297916824648,0.0961303689556471
1,36,"breast_cancer",0.092137440742261,0.101881132947351
2,36,"breast_cancer",0.0829033324183237,0.0948786908733882
1,37,"breast_cancer",0.0920934842456447,0.101987337206124
2,37,"breast_cancer",0.0819085869852924,0.0939003792284406
1,38,"breast_cancer",0.0918014248819684,0.10181526829137
2,38,"breast_cancer",0.0811832904837016,0.0932467298820851
1,39,"breast_cancer",0.0911977663522497,0.101294997760584
2,39,"breast_cancer",0.0806197498288036,0.0927933589446946
1,40,"breast_cancer",0.0904825468487966,0.100651175843043
2,40,"breast_cancer",0.0801469637937227,0.092448885954652
1,41,"breast_cancer",0.0898509845074907,0.100104316205605
2,41,"breast_cancer",0.0796960482787446,0.0921239284418964
1,42,"breast_cancer",0.0894931606449392,0.099870490587751
2,42,"breast_cancer",0.079199754759527,0.0917304823010158
1,43,"breast_cancer",0.0894389059169365,0.0999830104801743
2,43,"breast_cancer",0.0786600541029492,0.091265835075186
1,44,"breast_cancer",0.0895595052320135,0.100297088526882
2,44,"breast_cancer",0.0781218461795502,0.0907889780875921
1,45,"breast_cancer",0.0898058247278865,0.100760939760911
2,45,"breast_cancer",0.0775835381096033,0.0903054714202284
1,46,"breast_cancer",0.0901288798597116,0.101322648444342
2,46,"breast_cancer",0.0770435814461464,0.0898207631473541
1,47,"breast_cancer",0.0904792778897404,0.101929518467121
2,47,"breast_cancer",0.0765004723410504,0.0893401869743364
1,48,"breast_cancer",0.0910236198746932,0.102772135974233
2,48,"breast_cancer",0.0759592483465856,0.0888697930872357
1,49,"breast_cancer",0.0917993375017463,0.103893165962148
2,49,"breast_cancer",0.0754209688492574,0.0884059597860749
1,50,"breast_cancer",0.0925580609668985,0.105009957693717
2,50,"breast_cancer",0.0748783535931711,0.0879395718365066
1,51,"breast_cancer",0.0930437047749269,0.105828248343131
2,51,"breast_cancer",0.074324333291385,0.0874617062129745
1,52,"breast_cancer",0.0929964941742247,0.106046434353527
2,52,"breast_cancer",0.0737520570772622,0.0869636392096709
1,53,"breast_cancer",0.092120400554335,0.105318027922731
2,53,"breast_cancer",0.0731783476839809,0.0864598407615168
1,54,"breast_cancer",0.0906043101910065,0.103854281714657
2,54,"breast_cancer",0.0726080080666038,0.085956332727821
1,55,"breast_cancer",0.0889081272873504,0.10218281556168
2,55,"breast_cancer",0.0720169062411529,0.0854322492899249
1,56,"breast_cancer",0.0874640120645044,0.100804478007768
2,56,"breast_cancer",0.0713817131382428,0.0848672467141752
1,57,"breast_cancer",0.0866779077594061,0.1001952231062
2,57,"breast_cancer",0.0706800085352271,0.0842415771394335
1,58,"breast_cancer",0.0867478353221217,0.100654936310511
2,58,"breast_cancer",0.0698475583200665,0.0834244529069001
1,59,"breast_cancer",0.0873942578491662,0.101866845260646
2,59,"breast_cancer",0.0689045401207417,0.0824349828021404
1,60,"breast_cancer",0.0883000627875337,0.103372946064347
